date,region,temperature,rainfall,co2,sea_level,year,month,season,decade,temp_rolling_12,rain_rolling_12,z_score,anomaly
2012-12-01,South,28.25502680694633,173.6461974116075,400.3831233447528,5.097001754041261,2012,12,Winter,2010,28.598997041152217,133.78619717681912,0.49206632001523887,False
2013-01-01,South,34.063830711225414,171.27698136605707,398.4614163567635,5.842251459195979,2013,1,Winter,2010,28.72669245131536,136.11963845485425,1.4410156870829813,False
2013-02-01,South,31.87423028552733,144.92857623971702,400.77030423025815,5.949384098041956,2013,2,Winter,2010,28.438318987276478,136.35605424036677,1.0833138310146742,False
2013-03-01,South,34.75703874384291,110.6441532048294,399.93943954661694,6.147119822184746,2013,3,Spring,2010,28.43916275318394,134.93517086175277,1.5542609152983915,False
2013-04-01,South,35.430442246971054,116.2780291573994,401.6115509689431,6.055904628726563,2013,4,Spring,2010,28.569130404223966,130.93903097185856,1.6642707966104304,False
2013-05-01,South,30.996148662851976,115.16386724198368,392.3890326780049,4.203538299930701,2013,5,Spring,2010,28.47966117247471,132.1672966612782,0.9398669159866474,False
2013-06-01,South,30.62039232316554,109.77407352764511,403.3666774549152,6.699704359011567,2013,6,Summer,2010,28.615783104082798,132.33621840386084,0.8784818620938032,False
2013-07-01,South,26.3336244396401,94.57710695890177,398.13153879364,4.582491519609636,2013,7,Summer,2010,28.65994918487777,131.26444804168702,0.17817836814367466,False
2013-08-01,South,24.48369037956505,104.93706487588364,400.53871459618085,5.278987193732211,2013,8,Summer,2010,28.78910594524429,130.68210109085635,-0.12403423609522632,False
2013-09-01,South,22.289039779808505,147.1266771283857,402.6433386911686,4.444557850813603,2013,9,Autumn,2010,28.99417848036744,131.43189564747397,-0.4825611087341269,False
2013-10-01,South,24.193729984553546,145.0575379127148,406.1592666941367,5.182578815773986,2013,10,Autumn,2010,29.08627176941584,131.11547003632788,-0.17140332237444877,False
2013-11-01,South,28.16518611321089,217.34760452257544,402.6581587139894,6.4115196537860815,2013,11,Autumn,2010,29.288531706442388,137.5631557956417,0.4773895860675893,False
2013-12-01,South,28.66611871583089,159.68401956935477,402.87750009826567,5.396629380444759,2013,12,Winter,2010,29.3227893655161,136.399640975454,0.5592239333847143,False
2014-01-01,South,32.78300095340351,156.910633787837,405.81757755533226,6.9403474323359085,2014,1,Winter,2010,29.216053552364276,135.20244534393564,1.231774230832192,False
2014-02-01,South,36.03887339036776,151.90501360661725,399.8816771161887,6.179843036925085,2014,2,Winter,2010,29.563107144434312,135.78381512451065,1.7636665341744555,False
2014-03-01,South,35.06297672393776,137.57266933535405,404.058323771618,5.622680461653503,2014,3,Spring,2010,29.58860197610888,138.02785813538773,1.6042401635837609,False
2014-04-01,South,35.696545096196,108.02006597818524,404.8829979975551,6.295239061941011,2014,4,Spring,2010,29.610777213544292,137.33969453711987,1.7077424190835033,False
2014-05-01,South,30.905973068573232,107.72455220018448,403.2985088288345,6.748433024206832,2014,5,Spring,2010,29.60326258068773,136.71975161696994,0.925135471350905,False
2014-06-01,South,29.39716454696401,91.1886288720234,414.4763402885883,6.543754585294836,2014,6,Summer,2010,29.50132693267094,135.1709645623348,0.6786504952351238,False
2014-07-01,South,25.85459344589508,110.24347590688603,403.5254832670228,6.11410870819409,2014,7,Summer,2010,29.46140768319219,136.47649530800015,0.09992195497997619,False
2014-08-01,South,23.26263046297083,116.5330742059876,409.30866335016776,6.474359895826161,2014,8,Summer,2010,29.359652690142667,137.44282941884214,-0.3235114527646162,False
2014-09-01,South,22.966302637424917,131.56972960968434,403.7336718260901,6.316951483003555,2014,9,Autumn,2010,29.416091261610703,136.14641712561703,-0.3719207478845989,False
2014-10-01,South,23.626442719852324,148.2761728158478,401.4966191605568,7.16088708981804,2014,10,Autumn,2010,29.3688173228856,136.4146367008781,-0.2640776318630603,False
2014-11-01,South,28.064911206171526,145.68099036769632,404.2111330512829,6.373072322122084,2014,11,Autumn,2010,29.36046108063232,130.4424188546382,0.46100827743059375,False
2014-12-01,South,27.468196388948563,155.0774478455616,406.18275498233584,6.977710073354126,2014,12,Winter,2010,29.260634220058794,130.05853787765543,0.3635265656264575,False
2015-01-01,South,32.97536976414656,161.17593885713288,402.82667375863326,7.491760260690724,2015,1,Winter,2010,29.27666495428738,130.4139799667634,1.2632003667814053,False
2015-02-01,South,37.51111039442716,138.9738038616824,405.4535081559759,6.52681914687046,2015,2,Winter,2010,29.39935137129233,129.33637915468552,2.004177041362814,True
2015-03-01,South,33.43010241497799,118.82813538292996,405.9353856195181,6.58699928821589,2015,3,Spring,2010,29.263278512212352,127.77433465865018,1.3374873057627052,False
2015-04-01,South,36.20029831278413,153.35404090722955,406.0358582419548,6.345074337370128,2015,4,Spring,2010,29.305257946928027,131.5521659027372,1.7900375531450092,False
2015-05-01,South,31.140621983476223,98.36111999382425,407.9290267068157,6.18412390136928,2015,5,Spring,2010,29.32481202316994,130.7718798855405,0.9634686536978413,False
2015-06-01,South,31.303529443617265,87.31663438465905,410.71304810253184,6.305811084008457,2015,6,Summer,2010,29.483675764557713,130.44921367826015,0.990081865942375,False
2015-07-01,South,23.254757966556767,99.50492226729456,406.7086947014315,7.174421594499371,2015,7,Summer,2010,29.267022807946187,129.5543342082942,-0.3247975351685797,False
2015-08-01,South,23.443348322977645,105.44909491675114,410.8763064290026,6.355876295479219,2015,8,Summer,2010,29.282082629613424,128.6306692675245,-0.2939886625831514,False
2015-09-01,South,21.611975974563187,120.47441877181436,407.5020690734845,6.536211439808139,2015,9,Autumn,2010,29.169222074374943,127.7060600310353,-0.5931689515946376,False
2015-10-01,South,21.93897347704192,134.31891711670883,407.40434029649,6.596925170466149,2015,10,Autumn,2010,29.028599637474077,126.54295538944041,-0.539749335762652,False
2015-11-01,South,24.812075703620486,164.70005678980695,402.0582736302605,5.915084531375072,2015,11,Autumn,2010,28.757530012261487,128.12787759128295,-0.07038790019685247,False
2015-12-01,South,30.62416967880366,147.788375424397,409.3836797475881,6.497651236370845,2015,12,Winter,2010,29.020527786416082,127.52045488951926,0.8790989459721803,False
2016-01-01,South,34.49834090070963,151.55854584181606,406.92295725316046,7.178528429647253,2016,1,Winter,2010,29.147442047796336,126.71900547157617,1.5119990041462044,False
2016-02-01,South,35.22324631051082,135.0335777268479,410.7049592386304,6.496554959686788,2016,2,Winter,2010,28.956786707469973,126.39065329367331,1.6304224422843168,False
2016-03-01,South,36.31268702817733,123.42515062033657,403.9695820936849,6.317163176072052,2016,3,Spring,2010,29.197002091903254,126.77373789679052,1.8083978218157024,False
2016-04-01,South,37.26227498603859,119.1318447386498,407.48374152946064,7.144132936619493,2016,4,Spring,2010,29.285500148007795,123.92188821607554,1.963526296874705,False
2016-05-01,South,35.22933006886722,97.10057442232444,413.1194903279912,6.258349972139877,2016,5,Spring,2010,29.62622582179038,123.8168427517839,1.631416309307001,False
2016-06-01,South,27.960896173502583,94.47564762646964,405.7330370234608,6.544018497180055,2016,6,Summer,2010,29.347673049280818,124.41342718860143,0.44401596695786233,False
2016-07-01,South,25.350308559106896,117.57481713495356,410.8044592696533,6.442897005898658,2016,7,Summer,2010,29.522302265326662,125.91925176090636,0.01753996515467735,False
2016-08-01,South,24.575957591661208,134.29620201716085,408.7757835184263,7.463625511706114,2016,8,Summer,2010,29.616686371050292,128.32317735260716,-0.10896109643298806,False
2016-09-01,South,19.829499217496444,122.1550935675789,412.8615157051252,7.146799309438157,2016,9,Autumn,2010,29.468146641294734,128.46323358558752,-0.8843614618436769,False
2016-10-01,South,23.661027971630126,156.78865813313394,407.81920904815297,6.561103403079029,2016,10,Autumn,2010,29.611651182510414,130.33571200362297,-0.25842764723193046,False
2016-11-01,South,25.289651784827,163.19594645243563,412.6540584401484,8.251909509022292,2016,11,Autumn,2010,29.651449189277628,130.2103694755087,0.007630832653427758,False
2016-12-01,South,27.11672750925112,152.75551863737348,408.7617413482951,7.61003552663014,2016,12,Winter,2010,29.359162341814912,130.62429807659007,0.30610920803805575,False
2017-01-01,South,31.81649422769871,161.34800259796955,413.48221685748223,7.367805801603668,2017,1,Winter,2010,29.135675119064004,131.44008613960287,1.0738818383985875,False
2017-02-01,South,32.113266431958536,143.60980480622456,409.9552261355853,5.756934488822037,2017,2,Winter,2010,28.87651012918465,132.1547717295509,1.1223637289971329,False
2017-03-01,South,38.61311353168741,129.04714652854994,414.1864085779603,7.854507859025726,2017,3,Spring,2010,29.06821233781049,132.62327138856867,2.18420466784878,True
2017-04-01,South,41.80453991509469,111.80838058166027,408.4812491016324,7.470085359133234,2017,4,Spring,2010,29.446734415231827,132.01298270881955,2.705568806918215,True
2017-05-01,South,30.65996103757053,116.3385739928745,411.1679956565089,7.820344108385673,2017,5,Spring,2010,29.065953662623773,133.61614933969875,0.8849459650501172,False
2017-06-01,South,32.170182957159135,104.4481937389454,412.0781919201332,7.42170433681193,2017,6,Summer,2010,29.41672756126182,134.4471948490717,1.131661839495409,False
2017-07-01,South,24.78650432867419,63.62908105754519,414.9668365504433,8.355434783994186,2017,7,Summer,2010,29.369743875392427,129.951716842621,-0.07456534196803422,False
2017-08-01,South,23.35307110392849,84.12188523959856,413.9065902089217,7.164735467857254,2017,8,Summer,2010,29.26783666808136,125.77052377782417,-0.30873670904659367,False
2017-09-01,South,23.361536992829382,110.95547759743084,415.73047277690193,7.578614394044968,2017,9,Autumn,2010,29.56217314935911,124.8372224469785,-0.3073536876799659,False
2017-10-01,South,22.737467968838857,130.54168215457577,409.7692931113068,7.41131192260507,2017,10,Autumn,2010,29.48520981579317,122.6499744487653,-0.4093040917702363,False
2017-11-01,South,24.95403433180661,152.41024249874548,407.8932310499789,7.213761231461121,2017,11,Autumn,2010,29.457241694708134,121.75116578595778,-0.047196972669105886,False
2017-12-01,South,29.959947373396776,168.57192998984917,410.5344387842937,8.517989680474296,2017,12,Winter,2010,29.694176683386942,123.06920006533078,0.7705889417277926,False
2018-01-01,South,30.883217071714,158.96014880358518,412.3902004586327,8.49099778628266,2018,1,Winter,2010,29.616403587054887,122.87021224913208,0.9214179609696963,False
2018-02-01,South,37.24075202600672,151.30327005923328,413.1985855042191,6.228874964521894,2018,2,Winter,2010,30.043694053225565,123.51133435354949,1.960010220306063,False
2018-03-01,South,38.35061818882235,156.84345742423312,411.145887324562,6.889035964970208,2018,3,Spring,2010,30.021819441320144,125.8276935948564,2.141322381998757,True
2018-04-01,South,34.639194988640256,115.55239692387826,413.6143833350391,7.550057126712439,2018,4,Spring,2010,29.42470736411561,126.1396949567079,1.5350094895737136,False
2018-05-01,South,35.34228451248983,89.66360206199047,411.58553744965263,7.998778882336208,2018,5,Spring,2010,29.81490098702555,123.91678062913422,1.6498689975969616,False
2018-06-01,South,31.066983030420555,109.4904394452604,415.3550332748232,7.615841175885779,2018,6,Summer,2010,29.722967659797337,124.33696777132714,0.9514387007083405,False
2018-07-01,South,27.04156711983938,107.6161682337052,411.4245024297612,8.531149778001176,2018,7,Summer,2010,29.910889559061104,128.0025583693405,0.29383070713905074,False
2018-08-01,South,24.69300836188094,98.40240779822372,417.2667077717863,7.439960048250963,2018,8,Summer,2010,30.022550997223806,129.19260191589257,-0.08983921589696568,False
2018-09-01,South,27.18639449529435,122.77932007004372,415.57021415189786,7.81873015734301,2018,9,Autumn,2010,30.341289122429217,130.17792212194365,0.31749028465910345,False
2018-10-01,South,22.901590627255644,145.7775010626803,416.00120346626585,7.966745630351095,2018,10,Autumn,2010,30.35496601063062,131.44757369761902,-0.38249235989005437,False
2018-11-01,South,23.69656678183072,169.1525060078941,413.1165661030114,7.656887993597086,2018,11,Autumn,2010,30.250177048132628,132.8427623233814,-0.25262188549475906,False
2018-12-01,South,32.75507849492924,169.90548594343596,415.9314350765805,8.663890384323814,2018,12,Winter,2010,30.483104641593666,132.9538919861803,1.2272127066814782,False
2019-01-01,South,33.4094843968797,146.33161780028834,415.0892616667454,8.542743531616505,2019,1,Winter,2010,30.693626918690807,131.90151440257225,1.3341190641165808,False
2019-02-01,South,38.571736873996805,130.14012057601002,417.0639731045897,9.057379175829803,2019,2,Winter,2010,30.804542322689983,130.13791861230362,2.1774452120685712,True
2019-03-01,South,38.29322457640832,134.3350549994684,414.2331755912019,8.679053921079431,2019,3,Spring,2010,30.799759521655478,128.2622184102399,2.1319463326310193,True
2019-04-01,South,36.444543371791134,90.67753914780316,417.9051737251565,8.173324532563377,2019,4,Spring,2010,30.950205220251387,126.18931359556699,1.829938399855187,False
2019-05-01,South,32.45812698298794,114.19412097500988,415.9626385849967,7.371073269643649,2019,5,Spring,2010,30.709858759459564,128.23352350498527,1.1787015236651393,False
2019-06-01,South,30.973028274981367,104.07802507353314,413.36843663211937,7.782482005810968,2019,6,Summer,2010,30.70202919650629,127.782488974008,0.936089877236895,False
2019-07-01,South,26.764177193007093,117.83476686977134,419.65366079493066,7.79846904330393,2019,7,Summer,2010,30.678913369270266,128.63403886034683,0.2485151826634253,False
2019-08-01,South,24.410985609539107,129.46225756202747,418.3056265900444,8.15645932748997,2019,8,Summer,2010,30.655411473241784,131.22235967399715,-0.13591157722015232,False
2019-09-01,South,24.37609882583973,149.35320336598403,420.70099948698817,8.647957292762229,2019,9,Autumn,2010,30.4212201674539,133.43684994865885,-0.14161082130827965,False
2019-10-01,South,23.62570981550881,135.95033519147438,416.43075020897857,8.00546903405925,2019,10,Autumn,2010,30.481563433141663,132.6179194593917,-0.2641973620389038,False
2019-11-01,South,26.756672662667224,129.26377542724975,411.65891785915534,8.092916062054687,2019,11,Autumn,2010,30.736572256544708,129.29385857767133,0.24728921266452186,False
2019-12-01,South,32.24201202893521,176.97288694773113,418.1917343206163,9.081471450929742,2019,12,Winter,2010,30.693816717711872,129.8828086613626,1.1433961230625913,False
2020-01-01,South,36.32514234428641,160.21268199714083,416.7800167094819,8.97467681905788,2020,1,Winter,2020,30.9367882133291,131.03956401110028,1.8104325719179801,False
2020-02-01,South,36.02733971318755,133.39394933603398,416.4074596271802,7.535791014010022,2020,2,Winter,2020,30.72475511659499,131.31071640776898,1.761782346682421,False
2020-03-01,South,40.93670958082556,119.87726643162983,416.4266324698726,8.541452441373169,2020,3,Spring,2020,30.945045533629763,130.10590069378242,2.5637965832388736,True
2020-04-01,South,39.81925192007215,130.5019263063469,420.9817010321042,9.786275699289716,2020,4,Spring,2020,31.22627124598651,133.42459962366107,2.381244244173719,True
2020-05-01,South,35.57027327840869,112.40056031705312,416.48858971405474,7.421680581283199,2020,5,Spring,2020,31.485616770604906,133.275136235498,1.6871141514500434,False
